total_cost,name,longitude,latitude
11362.839999999998,MIDDLEWOOD PARTNERSHIP,-2.1075330000000001,53.296323999999998
1419.0899999999999,ALDERLEY EDGE MEDICAL CENTRE,-2.2374710000000002,53.300451000000002
1521.8099999999999,MANCHESTER ROAD MEDICAL CENTRE,-2.37765,53.306040000000003
5158.1599999999999,LAWTON HOUSE SURGERY,-2.2057950000000002,53.163043999999999
2957.3000000000002,THE HEALTH CENTRE (HOLMES CHAPEL),-2.3558509999999999,53.200209999999998
2882.8000000000002,WILMSLOW HEALTH CENTRE,-2.2373240000000001,53.322921999999998
5284.3500000000004,PARK GREEN SURGERY,-2.12262,53.257964000000001
5264.2700000000004,THE CEDARS MEDICAL CENTRE,-2.3007469999999999,53.093285000000002
2017.1300000000001,NANTWICH HEALTH CENTRE,-2.5185059999999999,53.068154999999997
5262.1000000000004,OAKLANDS,-2.4462100000000002,53.190455999999998
2398.5700000000002,GREENMOSS MEDICAL CENTRE,-2.250178,53.107514999999999
1672.4200000000001,TUDOR SURGERY,-2.5185059999999999,53.068154999999997
83.25,THE NEW SERVICE OOH,-2.4758629999999999,53.117685000000002
5377.2399999999998,SWANLOW MEDICAL CENTRE,-2.531272,53.190899999999999
3856.6199999999994,HIGH STREET PRACTICE WINSFORD,-2.531272,53.190899999999999
4544.6199999999999,WITTON STREET SURGERY,-2.5042740000000001,53.26238
12574.9,DANEBRIDGE MEDICAL CENTRE,-2.512184,53.258203000000002
2065.7599999999998,BROOKFIELD SURGERY,-2.48123,53.382305000000002
7375.5,PENKETH HEALTH CENTRE,-2.6560329999999999,53.386560000000003
4126.8500000000004,HELSBY STREET MED/CTR,-2.5763240000000001,53.394979999999997
122.3,NHS SOUTH CHESHIRE CCG NMP'S,-2.45397,53.098813
8874.75,FEARNHEAD CROSS MED.CTR.,-2.5591059999999999,53.411071
2570.5799999999999,DALLAM LANE MEDICAL CENTRE,-2.595513,53.392809999999997
2972.9399999999996,PADGATE MEDICAL CENTRE,-2.5561880000000001,53.406509
2895.5,TARPORLEY HEALTH CENTRE,-2.6655229999999999,53.15898
1362.5699999999997,DRS ADEY AND DANCY,-2.6655229999999999,53.15898
4561.5999999999995,BOUGHTON MEDICAL GROUP,-2.8759220000000001,53.192846000000003
2937.9200000000001,LAUREL BANK SURGERY,-2.7626379999999999,53.017552999999999
4086.9400000000001,GARDEN LANE MEDICAL CTR.,-2.8963589999999999,53.195273999999998
3791.8199999999997,WHITBY HEALTH PARTNERSHIP,-2.9106290000000001,53.267510000000001
1577.8099999999999,KELSALL MEDICAL CENTRE,-2.7123499999999998,53.206845000000001
