total_cost,name,longitude,latitude
700.91,GREEN PRACTICE,-0.371755,51.468263
914.09,THE ABBOTSBURY PRACTICE,-0.397406,51.579266
3306.7099999999987,NUFFIELD HOUSE HEALTH CENTRE,0.112828,51.774439
2003.2200000000007,MARTINS OAK SURGERY,0.483675,50.91716
1672.5399999999993,THE GLEBE FAMILY PRACTICE,0.544473,51.383164
1830.09,MALLING HEALTH BLUE SUITE,0.609995,51.363412
2084.53,KNOLL MEDICAL PRACTICE,0.101068,51.375411
505.2699999999999,CLIFTON RISE FAMILY PRACTICE,-0.03143300000000001,51.476334
493.75,BLACKFRIARS MEDICAL PRACTICE,-0.105775,51.505364
4198.41,HASLEMERE HEALTH CENTRE,-0.707586,51.092107
2812.4300000000007,FARNHAM DENE MEDICAL PRACTICE,-0.777405,51.200549
1218.1899999999996,THE DORCHESTER RD SURGERY,-2.457512,50.625193
564.92,CRONDALL NEW SURGERY,-0.858386,51.237211
1240.42,ST.JAMES SURGERY,-1.989956,51.352926
975.7600000000001,CORDWALLIS ROAD SURGERY,-0.7240259999999998,51.528097
3325.2699999999986,BOTLEY MEDICAL CENTRE,-1.299442,51.753753
1061.3100000000004,ST. MARY'S SURGERY,-2.479869,51.326082
1629.9300000000005,QUEEN'S MEDICAL CENTRE,-4.057196,51.080161
4483.940000000001,BRUNEL MEDICAL PRACTICE,-3.516948,50.479349
1282.9,EXMOOR MEDICAL CENTRE,-3.544825,51.038507
747.4399999999998,CHADDESLEY SURGERY,-2.158038,52.361961
3754.53,THE MANOR PRACTICE,-1.8236169999999998,52.55816
764.0600000000002,CHARLES ROAD SURGERY,-1.850621,52.4722
1870.93,DUNCAN STREET PRIMARY CARE PARTNERSHIP,-2.126602,52.57346999999999
1710.93,DR JUDE'S PRACTICE - RIVERSIDE,-2.943016,53.398876
996.99,WESTOVER SURGERY,-5.07501,50.148927
273.79,LANGTHORNE SHARMA FAMILY PRACTICE,0.0021,51.555415
