total_cost,name,longitude,latitude
638.67,COLVILLE HEALTH CENTRE,-0.206231,51.515837
836.02,RICHMOND MEDICAL GROUP,-0.267239,51.465848
389.47,ARCHWAY MEDICAL CENTRE,-0.126124,51.562541
341.48,ATHENA MEDICAL CENTRE,-0.053257,51.554943
1764.78,LAKE ROAD PRACTICE,-1.078356,50.804825
813.1,ROUNDWELL MEDICAL CENTRE,1.203795,52.648844
2843.88,ST.JAMES SURGERY,1.147433,51.787326
748.79,THE MAYFLOWER MEDICAL PRACTICE,-1.01945,53.431872
321.71,HYLTON MEDICAL GROUP,-1.414195,54.908604
1173.09,EDENFIELD ROAD SURGERY,-2.188671,53.622297
527.17,THE EXMOOR SURGERY,-0.217218,51.522362
1472.77,CLEVEDON MEDICAL CENTRE,-2.84572,51.437228
496.72,ST ALBANS SURGERY,0.133341,51.537112
479.49,COLLINGWOOD FAMILY PRACTICE,-1.903405,52.55667
754.13,POPLAR HOUSE SURGERY,-3.03076,53.754721
867.84,MARTON MEDICAL PRACTICE,-3.034524,53.812843
761.94,OAKRIDGE PARK MEDICAL CENTRE,-0.777853,52.068655
677.94,THE TUDOR HOUSE MEDICAL CENTRE,-0.266689,51.564495
932.32,GRANGE STREET SURGERY,-0.335878,51.757298
923.57,THE PARK SURGERY,1.729276,52.606218
1278.72,BIDDULPH VALLEY SURGERY,-2.178498,53.116111
232.37,THE BALAJI SURGERY  THE SPARKBROOK CHC,-1.871333,52.462659
321.07,HARLEY GROVE MEDICAL CTR.,-0.027752,51.527964
520,STREATFIELD HEALTH CENTRE,-0.30812,51.593812
584,THE LIMES SURGERY MEDICAL CENTRE,-2.114052,52.456884
551.64,STAVERTON SURGERY,-0.22584,51.544182
576.73,SPRINGWELL MEDICAL GROUP,-1.422181,54.890239
754.73,DR WS RIDDELL'S PRACTICE,-1.223723,53.260141
826.14,VIOLET LANE MEDICAL PRACTICE,-0.107972,51.360366
1132.51,PARKSIDE GROUP PRACTICE,-0.098549,51.350645
788.22,BEDFORD HILL FAMILY PRACTICE,-0.149067,51.44085
988.74,KINGS MEDICAL CENTRE,-1.216402,54.571717
1141.36,SILVERDALE PRACTICE,-0.121708,50.952843
1338.98,PENNY'S HILL PRACTICE,-1.894499,50.801788
521.78,APPLEBY SURGERY,-1.456596,55.011193
602.13,ASHWELL MEDICAL CENTRE,-1.778612,53.803786
214.27,BARTON SURGERY,-4.088247,50.359085
495.6,AVON VALLEY PRACTICE,-1.812104,51.294105
2177.84,THE ARMADA FAMILY PRACTICE,-2.571861,51.413438
581.43,WOODVIEW MEDICAL CENTRE,-0.841889,52.268682
1771.97,PRINCES GARDENS SURGERY,-0.766458,51.250407
1.07,COMMUNITY NURSING,-2.372621,51.358169
1120.21,WELLFIELD HEALTH CENTRE,-2.147479,53.606581
394.6,BRAITHWAITE RD SURGERY,-2.574985,53.477412
733.77,SEDLESCOMBE & WESTFIELD SURGERIES,0.534725,50.934129
3.58,PDS MEDICAL OOH,-3.023363,53.797158
635.7,RIVERSIDE SURGERY,0.180773,51.479567
1205.14,RIDGEWAY VIEW FAMILY PRACTICE,-1.791571,51.524175
1360.16,SCHOPWICK SURGERY,-0.299293,51.645362
8.14,URGENT CARE CENTRE HRCH,-0.324434,51.473648
686.79,THE WOOTTONS SURGERY,0.437136,52.790343
169.37,THE WILLOWS MEDICAL PRACTICE,-2.309137,53.485461
536.34,STRATFORD VILLAGE SURGERY,0.006461,51.542096
423.54,MIRFIELD SURGERY,-1.776956,52.469072
651.58,COMMONWEALTH HEALTH CENTRE,0.36308,51.463166
601.5,HENDON WAY SURGERY,-0.241873,51.579182
621,JUBILEE HEALTHCARE,-1.518884,52.403423
1219.31,THE ELMS MEDICAL CENTRE,0.557729,51.4201
595.64,WIGMORE MEDICAL CENTRE,0.588765,51.352272
1108.09,VICTORIA ROAD SURGERY,1.716498,52.471024
4.84,INTEGRATED CARE 24 LTD (CWSX OOH),0.891514,51.129106
471.84,CHURCH HILL SURGERY,1.229008,52.428527
660.04,E HARLING & KENNINGHALL MEDICAL PRACTICE,0.932279,52.43909
1215.75,WATLING MEDICAL CENTRE,-0.262021,51.603291
236.03,OXFORD ROAD MEDICAL PRACTICE,-1.603365,54.699579
139.8,DR SURYANI,-2.070174,52.552984
2422.77,CARN TO COAST HEALTH CENTRES,-5.268154,50.226222
863.45,OLD HARLOW HEALTH CENTRE,0.134039,51.784038
1363.35,NORTHAM SURGERY,-4.215465,51.038082
238.13,KIRKDALE MEDICAL CENTRE,-2.973842,53.433523
1459.59,WEAVERS MEDICAL,-0.733538,52.401531
1270.68,LITTLEWICK MEDICAL CENTRE,-1.304838,52.966452
1075.25,ST JAMES' MEDICAL CENTRE,-2.289474,53.708959
428.16,REVEL SURGERY,-1.361421,52.41228
0.45,HMP DARTMOOR,-3.997529,50.549223
296.94,RUDGWICK MEDICAL CENTRE,-0.450643,51.090073
566.96,COACHMANS MEDICAL PRACTICE,-0.203875,51.096335
1045.37,BISHOPS CLOSE MEDICAL PRACTICE,-1.599142,54.699817
385.51,DR YADAVA N PRACTICE,0.334586,51.476703
901.62,LONG CLAWSON MEDICAL PRACTICE,-0.923909,52.839215
871.93,ABBEY MEDICAL PRACTICE,-1.951015,52.091043
347.38,REDBURN PARK MEDICAL CENTRE,-1.474775,55.00092
356.03,THE DENSHAM SURGERY,-1.318986,54.561625
248.51,ROSERTON STREET SURGERY,-0.010049,51.498482
759.08,DR FIRTH AND PARTNERS,-0.608263,51.713308
0.33,ENFIELD COMMUNITY SERVICES,-0.084383,51.662127
1952.91,QUEENSWAY  MEDICAL CENTRE,0.714012,51.541786
416.35,BRUCE GROVE PRIMARY HEALTH CARE CTR,-0.070141,51.592004
818.52,KEATS GROVE SURGERY,-2.099546,52.614561
468.41,CRICK MEDICAL PRACTICE,-1.135861,52.343212
197.37,SILTON SURGERY,-2.315694,51.074742
596.41,FISHERGATE HILL SURGERY,-2.714363,53.754455
0.1,WWL NURSES,-2.629091,53.55774
893.97,APPLETREE MEDICAL PRACTICE,-1.486919,52.985104
1331.08,SOUTH LEWISHAM GROUP PRACTICE,-0.013043,51.430269
43.12,NAYAR JK,-0.368366,53.768793
182.8,SPEKE HC - DR SINGH & DR BICHA,-2.838793,53.340911
32.62,BRADFORD STUDENT HEALTH SERVICE,-1.768359,53.785323
2532.57,STANMORE MEDICAL GROUP,-0.204612,51.913274
675.78,HARTLAND SURGERY,-4.482549,50.992721
