total_cost,name,longitude,latitude
45.1,108 RAWLING ROAD(RAWLING ROAD PRACTICE),-1.615084,54.951328
447.82,15 SEFTON ROAD,-3.000316,53.471271
176.03,188 THE PRACTICE,-0.204669,51.576422
113.48,19 BEAUMONT STREET SURGERY,-1.261454,51.754816
254.71,1/MONTON MEDICAL PRACTICE,-2.356978,53.491862
126.54,1/SALFORD MEDICAL PRACTICE,-2.294577,53.487206
35.28,240 WEXHAM ROAD,-0.57838,51.516902
66.96,27 BEAUMONT STREET,-1.26216,51.755081
32.82,28 BEAUMONT STREET,-1.261942,51.755079
46.56,2/IRLAM MEDICAL PRACTICE,-2.432258,53.437925
179.68,2/ST ANDREWS MEDICAL PRACTICE,-2.339619,53.484875
25.24,3D MEDICAL CENTRE,-2.444008,53.573058
333.32,3/LOWER BROUGHTON MEDICAL PRACTICE,-2.258808,53.49359
352.44,3/SPRINGFIELD HOUSE MEDICAL PRACTICE,-2.362019,53.480252
90.45,3/ST ANDREWS MEDICAL CENTRE,-2.339619,53.484875
409.68,42 KINGSWAY,-3.020167,53.481011
52.26,49 MARINE AVENUE SURGERY,-1.451082,55.046268
18.04,4/LOWER BROUGHTON MEDICAL PRACTICE,-2.258808,53.49359
19,4 SEASONS MEDICAL CENTRE,-2.588307,53.404594
219.62,4/ST ANDREWS MEDICAL PRACTICE,-2.339619,53.484875
33.26,ABBEY COURT,0.26122,51.137755
120.6,ABBEY DALE MEDICAL CENTRE,-3.02434,53.788194
768.18,ABBEY FIELD MEDICAL CENTRE,0.898575,51.877487
127.38,ABBEY GRANGE MEDICAL PRACTICE,-1.601582,53.818303
488.75,ABBEY HOUSE MEDICAL PRACTICE,-1.160725,52.260319
74.54,ABBEY LANE SURGERY,-1.483117,53.339102
374.6,ABBEY MEADS MEDICAL PRACT,-1.792794,51.597826
405.96,ABBEY MEDICAL CENTRE,-1.577462,52.342963
117.81,ABBEY MEDICAL CENTRE,-1.21993,52.933114
7.6,ABBEY MEDICAL CENTRE,-0.982406,51.453949
66.01,ABBEY MEDICAL CENTRE,-0.185132,51.537921
36.08,ABBEY MEDICAL CENTRE,0.078216,51.542256
455.26,ABBEY MEDICAL GROUP,-1.119194,53.100674
221.99,ABBEY MEDICAL PRACTICE,-1.951015,52.091043
304.52,ABBEY MEDICAL PRACTICE,-0.677687,52.298056
62.74,ABBEY MEDICAL PRACTICE,-0.530811,53.23058
128.28,ABBEY ROAD MEDICAL PRACTICE,0.005881,51.534784
335.18,ABBEY ROAD SURGERY,-3.224778,54.109942
51.97,ABBEY ROAD SURGERY,-0.030102,51.684417
31.34,ABBEYSLADE PMS (DR CHAND),0.107443,51.487796
459.55,ABBEY SURGERY,-4.150401,50.546904
248.59,ABBEYVIEW SURGERY,-0.163567,52.671938
101.57,ABBEYWELL SURGERY,-1.5019,50.989103
116.8,ABBEY WOOD SURGERY,0.11653,51.497094
130.17,ABBOTS BROMLEY SURGERY,-1.880966,52.819974
56.51,ABBOTSWOOD MEDICAL CENTRE,-0.403864,51.700926
251.44,ABBOTTSWOOD MEDICAL CENTRE,-2.076572,52.106629
242.97,ABERCROMBY FAMILY PRACTICE,-2.961744,53.399032
81.98,ABERFELDY PRACTICE,-0.004927,51.514483
148.4,ABERNETHY HOUSE SURGERY,-0.081194,51.654392
225.2,ABINGDON FAMILY HEALTH CARE CENTRE,-2.943503,53.440571
145.64,ABINGTON MEDICAL CENTRE,-0.865891,52.253262
134.28,ABINGTON PARK SURGERY,-0.867941,52.241216
36.56,ABRIDGE SURGERY,0.12458,51.653631
1676.42,ACE COMMUNITY PRACTICE,1.117893,51.780622
495.7,ACLE MEDICAL PARTNERSHIP,1.548667,52.640969
102.82,ACOCKS GREEN MEDICAL CENTRE,-1.829319,52.44948
568.79,ACORN HEALTH PARTNERSHIP,-1.114058,51.245047
61.52,ACORN MEDICAL CENTRE,-0.451686,51.542326
104.82,ACORN MEDICAL PRACTICE,-1.202455,53.146989
159.11,ACORN PRACTICE,-2.357425,51.68003
