total_cost,name,longitude,latitude
14834.460000000005,COLVILLE HEALTH CENTRE,-0.206231,51.515837
15078.759999999993,BRICKFIELDS SURGERY,0.605168,51.653143
11098.44,TYNEMOUTH MEDICAL PRACTICE,-0.068331,51.586253
46935.57999999996,TRINITY MEDICAL CENTRE,-0.172008,50.831228
30273.34999999997,THE CEDARS SURGERY,1.403174,51.217619
9417.969999999994,THE KINGS FAMILY PRACTICE,0.534548,51.377821
21088.929999999975,FOUNTAIN PRACTICE,-0.252307,51.350378
14751.149999999987,ST ALBANS MEDICAL CENTRE,-0.302479,51.42195
28237.300000000025,ORCHID HOUSE SURGERY,-1.894499,50.801788
52032.71,THE HADLEIGH PRACTICE,-1.993525,50.761018
52253.67999999997,THREE CHEQUERS MEDICAL PRACTICE,-1.794625,51.071924
39344.37,WEAVERS MEDICAL,-0.733538,52.401531
27219.40999999999,NUFFIELD HEALTH CENTRE,-1.486793,51.786441
40900.210000000036,BARTON SURGERY,-3.473818,50.579848
35304.57000000001,BIDEFORD MEDICAL CENTRE,-4.211785,51.017201
39187.42999999999,CORBETT MEDICAL PRACTICE,-2.148792,52.263269
63500.31000000002,THE WESTGATE PRACTICE,-1.821176,52.683537
10954.509999999998,COBRIDGE SURGERY,-2.187008,53.035377
7912.030000000006,BURBURY MEDICAL CENTRE,-1.9103740000000002,52.502215
25174.24,PLECK HEALTH CENTRE,-1.9980380000000002,52.574248
8761.689999999995,CORNERSTONE SURGERY,-2.724149,53.454211
6323.229999999999,HIGHER HEYS SURGERY,-2.394094,53.740865
31942.06000000001,ALBION MEDICAL PRACTICE,-2.088476,53.48960400000001
41172.07,DELAMERE MEDICAL PRACTICE,-2.307365,53.450887
11889.699999999993,240 WEXHAM ROAD,-0.57838,51.516902
14368.069999999998,LONGFIELD MEDICAL PRACTICE,-2.28357,53.533828
57072.40999999996,THISTLEMOOR MEDICAL CENTRE,-0.254566,52.595274
3053.6099999999974,PALACCI (CASTELNAU),-0.238274,51.476873
9668.569999999987,CANTERBURY HEALTH CENTRE,1.082981,51.274249
940.34,GP EXTENDED HOURS,-2.597522,53.389256
4789.580000000002,BANBURY HEALTH CENTRE,-1.334014,52.062032
8355.99,BRERETON SURGERY,-1.924317,52.747482
2909.8900000000012,THE LAWNS SURGERY,-0.502907,50.807746
19450.610000000026,OAK TREE HEALTH CENTRE,-1.2409629999999998,51.614986
15630.53000000001,THE TRINITY MEDICAL PRACTICE,0.760305,51.684982
1632.35,DERMATOLOGY CLINIC,-2.486748,53.750552
7791.869999999997,SOHO HEALTH CENTRE,-1.934945,52.503094
55.72,DAWN CLINIC,-1.7272,51.538528
20.41,ST RAPHAEL'S HOSP (SUTTON),-0.220816,51.37886
477.4800000000001,BARNET COPD SERVICE,-0.271242,51.606493
1891.8600000000006,BECKENHAM BEACON URGENT CARE CENTRE,-0.033209,51.405232
4373.29,HILLINGDON COMMUNITY DERMATOLOGY,-0.08430999999999998,51.500087
10785.120000000012,BRIERLEY MEDICAL CENTRE,-1.382484,53.594188
5.39,CGL RESOLUTIONS SERVICE,-0.416036,51.876369
2.78,DAVID LEWIS MEDICAL PRACTICE,-2.286179,53.287552
4411.170000000001,NORWICH IMPROVED ACCESS HUB,1.319958,52.632405
84.63000000000002,BRAMLEY COMMUNITY CARE BEDS,-1.623032,53.80781999999999
12896.199999999995,METRO INTERCHANGE SURGERY,-1.602943,54.961848
40976.53000000003,BRIDGE VIEW MEDICAL GROUP,-1.401824,54.919455
14980.670000000006,QUAKERS LANE SURGERY,-1.741713,54.406363
61075.309999999925,HOLLYNS HEALTH & WELLBEING - CLAYTON,-1.81454,53.779166
32799.16,BRIDGE STREET MEDICAL PRACTICE,-1.20716,52.774841
24404.290000000045,CAYTHORPE & ANCASTER MEDICAL PRACTICE,-0.536327,52.981851
20187.55000000002,PARSON DROVE SURGERY,0.050459,52.660947
22298.24000000001,PRIORS FIELD SURGERY,0.124169,52.388951
31298.310000000023,DAVENPORT HOUSE SURGERY,-0.354549,51.816177
41355.38000000001,MILLWAY MEDICAL PRACTICE,-0.24359099999999997,51.614985
13588.410000000014,TEMPLE FORTUNE MEDICAL GROUP,-0.197845,51.581101
1602.049999999999,MOULSHAM LODGE SURGERY,0.475137,51.716565
4446.170000000005,WARRIOR SQUARE SURGERY,0.716503,51.539534
5382.180000000003,BRAYFORD SQUARE SURGERY,-0.050404,51.514375
11443.399999999983,YORK ROAD SURGERY,0.065859,51.559165
51564.400000000016,WEST MALLING GROUP PRACTICE,0.407707,51.293351
22238.000000000015,ELMDENE SURGERY,0.263153,51.446098
24845.29,MOAT HOUSE SURGERY,-0.146361,51.259819
6323.100000000002,ALEXANDRA SURGERY,-0.205887,51.422912
26006.800000000007,DENHAM MEDICAL CENTRE,-0.502236,51.584564
21321.74,CHEW MEDICAL PRACTICE,-2.629195,51.35619
21062.450000000004,ST.GEORGE'S SURGERY,-2.0815,51.906706
3973.670000000004,OLDHAM URGENT TREATMENT GTD HEALTHCARE,-2.121831,53.553248
32762.96000000005,CHARING SURGERY,0.791374,51.20971
15932.840000000017,THAMES AVE SURGERY,0.603057,51.36344
82297.83999999995,CANTERBURY MEDICAL PRACTICE,1.128982,51.245539
4461.190000000001,TRAFALGAR SURGERY,-0.074414,51.485672
13312.940000000004,THE ORCHARD PRACTICE,-0.303542,51.369116
29537.51,BALHAM PARK SURGERY,-0.155715,51.440487
18465.320000000007,UNIVERSITY HEALTH SERVICE,-1.395714,50.934099
20726.690000000024,LINDEN MEDICAL CENTRE,-0.737415,51.530813
14867.320000000005,OBSERVATORY MEDICAL PRACTICE,-1.265958,51.760293
9572.25000000001,CROPREDY SURGERY,-1.320027,52.116731
65523.28999999997,HEART OF BATH,-2.373947,51.376364
11175.59,BIRCHWOOD MEDICAL PRACTICE,-2.547938,51.446246
12834.39,LOSTWITHIEL SURGERY,-4.668763,50.407892
16368.509999999993,ST SAVIOURS SURGERY,-2.308488,52.130324
44519.11999999998,WERRINGTON VILLAGE SURGERY,-2.098023,53.021659
17061.289999999994,WEST HEATH SURGERY,-1.96202,52.401797
7074.499999999996,WEST PARK SURGERY,-2.141256,52.587783
7024.660000000003,THE MARSHSIDE SURGERY,-2.963125,53.67143299999999
12046.360000000002,MERSEYBANK SURGERY,-2.263012,53.42276
20500.410000000003,THE GROVE ROAD PRACTICE,-0.202341,51.358201
8996.099999999995,MOOR PARK MEDICAL PRACTICE,-1.7218490000000002,53.797834
11575.399999999998,UPTON ROCKS PRIMARY CARE,-2.754371,53.373367
92.84,FARLEIGH HOSPICE,0.467731,51.776479
15984.820000000012,HANLEY PRIMARY CARE CENTRE,-0.12083699999999999,51.567951
15096.350000000004,LEYLAND SURGERY,-2.709316,53.689645
800.2800000000002,COMMUNITY NURSING,-0.670796,53.57972
248.41000000000003,HP NMP'S RUSH CCG,-1.143101,53.130244
177.23000000000005,THE PRACTICE OPTHALMOLOGY CLINIC,-0.574826,51.671154
2.34,SWANSWELL WEST BERKS,-1.323646,51.396761
286.31,COMMUNITY NURSING,-2.372621,51.358169
45.53999999999999,RUSHCLIFFE T&O COM CLINIC,-1.132346,52.930754
356.1,YORKSHIRE SMOKEFREE,-1.018306,53.503028
