total_cost,name,longitude,latitude
22620.45,GREENFORD ROAD MED.CTR.,-0.345702,51.537697
26801.539999999986,THE OAKLAND MEDICAL CENTRE,-0.45129300000000006,51.546055
15706.21999999999,QUEENS WALK MEDICAL CENTRE,-0.393155,51.562716
13363.190000000002,THE ABINGDON HEALTH CENTRE,-0.197138,51.496085
51893.17000000001,THE ARDLEIGH SURGERY,0.985096,51.927073
65569.77,ADDISON HOUSE - HAQUE PRACTICE,0.088979,51.770891
43728.01999999998,ST PETER'S STREET MEDICAL PRACTICE,-0.100772,51.535597
19711.600000000006,ABERFELDY PRACTICE,-0.004927,51.514483
93686.71,STONE CROSS SURGERY,0.289944,50.816757
40419.72,ELTHAM PALACE PMS,0.053714,51.449946
39032.610000000015,BROCKBANK (PARK ROAD),-0.334596,51.423912
41119.54000000001,CHAWTON PARK SURGERY,-0.989411,51.139814
32970.330000000016,STOKENCHURCH MEDICAL CTRE,-0.904033,51.660479
29641.549999999985,MARSHALLS ROAD SURGERY,-0.539225,52.344743
18929.949999999993,HOLLINSWOOD SURGERY,-2.437453,52.673936
19340.56999999998,ABBOTS BROMLEY SURGERY,-1.880966,52.819974
116700.21000000006,DARWIN MEDICAL CENTRE,-1.831505,52.694061
82558.56000000003,THE OAKS MEDICAL CENTRE,-1.895827,52.552454
13685.169999999998,VICTORIA ROAD MEDICAL CTR,-1.887197,52.501868
65259.47,ST JOHN'S MEDICAL CENTRE,-1.932532,52.626307
24029.21000000001,NEWBRIDGE SURGERY,-2.155299,52.5936
162113.35999999993,THE CORNERSTONE PRACTICE,-2.4524,53.739201
34637.61999999998,TOWNSIDE SURGERY,-2.29898,53.59031
11647.97,GOODMAYES MEDICAL CENTRE,0.10990599999999999,51.567626
8843.94,PARK GRANGE MEDICAL CENTRE,-1.775929,53.789415
8596.910000000002,ST.GEORGES MEDICAL CENTRE,-0.24612,51.558731
21599.390000000007,HETHERINGTON AT THE PAVILION,-0.116397,51.461633
19710.14999999997,OAKWOOD MEDICAL CENTRE,-0.134269,51.646534
36980.22999999999,SOUTH HERMITAGE SURGERY,-2.752497,52.699728
1.5,GPSI CARDIOLOGY - WESTCLIFFE,-1.781103,53.830481
618.6099999999999,PCEC,-2.227711,53.462436
1067.1200000000003,SMGPF,-2.237795,53.434307
307.5,DCHS DERBY CITY,-1.441882,53.221288
53527.96999999997,REDBURN PARK MEDICAL CENTRE,-1.474775,55.00092
29921.13,CASTLETOWN MEDICAL CENTRE,-1.450848,54.913341
15384.699999999995,ALDBROUGH ST JOHN SURGERY,-1.684645,54.496518
10196.4,EAST PARADE MEDICAL PRACTICE,-1.061835,53.965993
18418.679999999997,BARKEREND HC - EL ELIWI,-1.7218490000000002,53.797834
144090.0199999999,SHAFTESBURY MEDICAL CTR.,-1.497858,53.800234
58844.64999999997,GROBY ROAD MEDICAL CENTRE (ID PATCHETT),-1.150468,52.644337
13217.98,ROSEMEAD DRIVE SURGERY,-1.083088,52.5934
2901.2099999999987,AR-RAZI MEDICAL CENTRE,-1.101204,52.623926
34221.74999999996,BRANSTON & HEIGHINGTON FAMILY PRACTICE,-0.467988,53.195831
76986.66,FOUNTAIN MEDICAL CENTRE,-0.8043829999999998,53.07286
50940.32999999997,OAKENHALL MEDICAL PRACT,-1.199437,53.03661700000001
38057.54999999993,SCAWSBY HEALTH CENTRE PRACTICE,-1.167843,53.53678299999999
94445.51999999996,ST. GEORGE'S MEDICAL CENTRE,0.298817,52.458085
40145.99000000001,LAWNS PRACTICE,1.109092,52.378889
43292.98,CENTRAL SURGERY,0.147747,51.812546
25854.909999999996,CHURCH END MEDICAL CENTRE,-0.253241,51.54757
41923.28000000003,BRENTFORD GROUP PRACTICE,-0.310054,51.48676
23772.370000000014,THE DEVONSHIRE LODGE PRACTICE,-0.397406,51.579266
17296.809999999998,THE HOXTON SURGERY,-0.086829,51.533527
17461.020000000004,LL MEDICAL CARE LTD,0.0021,51.555415
