total_cost,name,longitude,latitude
1708.6100000000006,THE WILLESDEN MEDICAL CENTRE,-0.233873,51.547532
889.25,EASTMEAD AVENUE SURGERY,-0.36274,51.531443
533.15,KINCORA DOCTORS SURGERY,-0.412216,51.511666
2151.95,DR M GOYAL'S PRACTICE,0.156711,51.540066
2981.0199999999995,TOLLGATE MEDICAL CENTRE,0.056362,51.515573
1673.45,HETHERINGTON GROUP PRACTICE,-0.12823,51.460932
688.3499999999998,SELHURST MEDICAL PRACTICE,-0.088969,51.390012
2087.52,THE WATERFIELD PRACTICE,-0.733923,51.409204
756.37,JERICHO HEALTH CENTRE,-1.265958,51.760293
1909.24,PONTESBURY MEDICAL PRAC,-2.887922,52.650521
2173.44,TUTBURY HEALTH CENTRE,-1.686361,52.858454
3945.19,TEAN SURGERY,-1.988036,52.954415
1193.3200000000004,WAKE GREEN SURGERY,-1.883357,52.446103
1767.09,THORNLEY STREET MEDICAL CENTRE,-2.125789,52.58843
1379.25,MEREPARK MEDICAL CENTRE,-2.300747,53.093285
1332.2100000000005,RAINHILL VILLAGE SURGERY,-2.763813,53.41631
1360.9700000000005,MILE LANE HEALTH CENTRE,-2.335248,53.587814
1484.3299999999995,NEW ISLINGTON MEDICAL CENTRE,-2.219472,53.4829
2543.53,CLARENDON MEDICAL CENTRE,-2.079951,53.45264
1035.9700000000003,BRAITHWAITE RD SURGERY,-2.574985,53.477412
2623.859999999999,WOODGRANGE MEDICAL PRACTICE,0.025253,51.548596
900.41,JARVIS MEDICAL PRACTICE,-2.095095,53.537786
362.28,DR SP TALPAHEWA,-0.260303,51.616115
2484.43,WIRRAL WIC (APH)_WIC APH,-3.096815,53.36964
4659.66,IC24 LTD (NORFOLK & WISBECH OOH),0.891514,51.129106
1520.67,BRANDON MEDICAL PRACTICE,0.6233,52.448489
1482.8000000000006,BOLTON MEDICAL CENTRE,-2.431399,53.56543
673.7000000000002,THE MANSELL ROAD PRACTICE,-0.358969,51.525654
1618.8000000000004,WESTCROFT HEALTH CENTRE,-0.795699,52.006367
1554.2699999999993,FOUNDATIONS,-1.257899,54.563441
3470.93,(FRACTURE CLINIC) NORTH OOH,-0.883829,52.236068
1384.35,READING WALK-IN HEALTH CENTRE,-0.9758960000000002,51.454809
15.62,CARLISLE LOCALITY PRIMARY CARE SERVICES,-2.8956419999999996,54.892234
5711.56,MERSEYCARE NHS TRUST - NMP,-2.933499,53.407265
300.42999999999995,BRADFORD DISTRICT CARE TRUST,-1.788605,53.839675
1.47,PUBLIC HEALTH SERVICES,0.020377,51.403879
155.84999999999997,CORRINGHAM HUB,0.42690200000000006,51.513843
932.5099999999996,NORTH TYNESIDE CARE PLUS,-1.456596,55.011193
772.3099999999998,KINGSTON CCG SLDUC OOH,-0.283378,51.412517
782.0,8 TO 8 TOP-UP HUB QMH,0.101687,51.419041
