total_cost,name,longitude,latitude
6501.91,READESMOOR MEDICAL GROUP PRACTICE,-2.216792,53.163762
2401.14,AUDLEM MEDICAL PRACTICE,-2.508717,52.989615
5976.9,THE KILTEARN MEDICAL CTR.,-2.518506,53.068155
6998.56,ROPE GREEN MEDICAL CENTRE,-2.453958,53.06655
2205.67,MEREPARK MEDICAL CENTRE,-2.300747,53.093285
2321.61,THE SURGERY,-2.605295,53.024859
3931.25,FIRDALE MEDICAL CENTRE,-2.537387,53.253804
5528.77,HOLES LANE MEDICAL CENTRE,-2.545107,53.399828
3850.33,SPRINGFIELDS MEDICAL CENTRE,-2.597522,53.389256
3854.83,STOCKTON HEATH MED.CENTRE,-2.582161,53.37195
810.74,STRETTON MEDICAL CENTRE,-2.577017,53.339489
1061.27,CHAPELFORD PRIMARY CARE CENTRE,-2.633066,53.39615799999999
1661.35,BUNBURY MEDICAL PRACTICE,-2.649377,53.116827
3450.8,PARK MEDICAL CENTRE,-2.873099,53.202665
4541.09,NORTHGATE MEDICAL CENTRE,-2.892972,53.19509300000001
4020.54,LACHE HEALTH CENTRE,-2.914326,53.173615
3093.26,NESTON MEDICAL CENTRE,-3.064349,53.291818
4521.09,THE VILLAGE SURGERIES GROUP,-2.771265,53.124246
1295.31,THE WILLASTON SURGERY,-3.011643,53.292908
4579.57,COMMONFIELD RD SURGERY,-3.086369,53.370187
2100.62,TOWNFIELD HEALTH CENTRE,-3.064248,53.378798
6385.44,RIVERSIDE SURGERY,-3.006197,53.372004
4489.620000000001,MANOR HEALTH CTR,-3.044493,53.421061
4957.42,MORETON CROSS GROUP PRACTICE,-3.111975,53.403551
2783.15,GREASBY GROUP PRACTICE,-3.121417,53.377628
4185.15,HEATHERLANDS MED CTR,-3.089543,53.381475
2728.44,MORETON MEDICAL CENTRE,-3.110005,53.39886
6119.64,SUNLIGHT GROUP PRACTICE,-3.00005,53.363076
2317.95,BLACKHEATH MED CTR,-3.104694,53.412239
63.3,MIRIAM MINOR EMERGENCY,-3.04649,53.39824599999999
8.099999999999998,CWP (WEST) PHYSICAL HEALTH,-2.897884,53.2088
50.41,WIRRAL WIC (APH)_WIC APH,-3.096815,53.36964
4245.45,BLACKETTS MEDICAL PRACTICE,-1.559007,54.527221
10641.14,DENMARK STREET SURGERY,-1.552252,54.538825
2320.28,ROCKLIFFE COURT SURGERY,-1.544074,54.483444
3195.93,PARKGATE SURGERY,-1.548606,54.523273
102.2,PRIMARY HEALTHCARE DARLINGTON,-1.561958,54.528141
6268.53,ST ANDREW'S MEDICAL PRACTICE,-1.598213,54.699634
