total_cost,name,longitude,latitude
81.65999999999998,READESMOOR MEDICAL GROUP PRACTICE,-2.216792,53.163762
17.3,SPRINGFIELDS MEDICAL CENTRE,-2.597522,53.389256
158.76000000000005,BUNBURY MEDICAL PRACTICE,-2.649377,53.116827
165.42000000000004,NORTHGATE MEDICAL CENTRE,-2.892972,53.19509300000001
71.06999999999998,THE VILLAGE SURGERIES GROUP,-2.771265,53.124246
63.12000000000001,THE WILLASTON SURGERY,-3.011643,53.292908
884.52,RIVERSIDE SURGERY,-3.006197,53.372004
183.14,MANOR HEALTH CTR,-3.044493,53.421061
373.46,MORETON CROSS GROUP PRACTICE,-3.111975,53.403551
69.25,AUDLEM MEDICAL PRACTICE,-2.508717,52.989615
24.97,STRETTON MEDICAL CENTRE,-2.577017,53.339489
49.42,MEREPARK MEDICAL CENTRE,-2.300747,53.093285
103.17,ROPE GREEN MEDICAL CENTRE,-2.453958,53.06655
14.75,WARRINGTON SUBSTANCE MISUSE SERVICE,-2.595849,53.38675799999999
143.85000000000005,TOWNFIELD HEALTH CENTRE,-3.064248,53.378798
77.70000000000002,BLACKETTS MEDICAL PRACTICE,-1.559007,54.527221
466.32000000000005,WILLIAM BROWN CENTRE,-1.33142,54.757994
348.68,AUCKLAND MEDICAL GROUP,-1.678996,54.648085
149.13,BLACKHEATH MED CTR,-3.104694,53.412239
63.88,ROCKLIFFE COURT SURGERY,-1.544074,54.483444
26.96,OLD FORGE SURGERY,-2.079758,54.623041
201.23,BISHOPS CLOSE MEDICAL PRACTICE,-1.599142,54.699817
227.3,SKERNE MEDICAL GROUP,-1.4488,54.654032
172.54000000000005,PEASE WAY MEDICAL CENTRE,-1.576495,54.618581
385.85,FERRYHILL AND CHILTON MEDICAL PRACTICE,-1.556828,54.689838
122.96,STOCKTON HEATH MED.CENTRE,-2.582161,53.37195
195.76,TANFIELD VIEW MEDICAL GROUP,-1.701373,54.869939
417.42,THE MEDICAL GROUP,-1.628911,54.748296
