total_cost,name,longitude,latitude
3130.69,READESMOOR MEDICAL GROUP PRACTICE,-2.216792,53.163762
2258.03,AUDLEM MEDICAL PRACTICE,-2.508717,52.989615
3347.46,THE KILTEARN MEDICAL CTR.,-2.518506,53.068155
4015.54,ROPE GREEN MEDICAL CENTRE,-2.453958,53.06655
1129.04,MEREPARK MEDICAL CENTRE,-2.300747,53.093285
885.9199999999998,THE SURGERY,-2.605295,53.024859
1508.4199999999996,FIRDALE MEDICAL CENTRE,-2.537387,53.253804
60.94,SOUTH CHESHIRE & VALE ROYAL PCAH,-2.531272,53.1909
2244.11,HOLES LANE MEDICAL CENTRE,-2.545107,53.399828
1324.6,SPRINGFIELDS MEDICAL CENTRE,-2.597522,53.389256
3913.22,STOCKTON HEATH MED.CENTRE,-2.582161,53.37195
926.38,STRETTON MEDICAL CENTRE,-2.577017,53.339489
1705.47,CHAPELFORD PRIMARY CARE CENTRE,-2.633066,53.39615799999999
2619.95,BUNBURY MEDICAL PRACTICE,-2.649377,53.116827
1769.16,PARK MEDICAL CENTRE,-2.873099,53.202665
2368.07,NORTHGATE MEDICAL CENTRE,-2.892972,53.19509300000001
2076.59,LACHE HEALTH CENTRE,-2.914326,53.173615
2399.62,NESTON MEDICAL CENTRE,-3.064349,53.291818
3162.53,THE VILLAGE SURGERIES GROUP,-2.771265,53.124246
119.58,EXTENDED HOURS SERVICE,-2.9023,53.211542
922.29,THE WILLASTON SURGERY,-3.011643,53.292908
1220.93,COMMONFIELD RD SURGERY,-3.086369,53.370187
1089.84,TOWNFIELD HEALTH CENTRE,-3.064248,53.378798
2254.91,RIVERSIDE SURGERY,-3.006197,53.372004
1754.8400000000006,MANOR HEALTH CTR,-3.044493,53.421061
3521.66,MORETON CROSS GROUP PRACTICE,-3.111975,53.403551
3727.46,GREASBY GROUP PRACTICE,-3.121417,53.377628
1147.35,HEATHERLANDS MED CTR,-3.089543,53.381475
215.5,WARRINGTON CARE HOMES,-2.527537,53.414117
918.47,MORETON MEDICAL CENTRE,-3.110005,53.39886
