total_cost,name,longitude,latitude
201644.16000000012,READESMOOR MEDICAL GROUP PRACTICE,-2.2167919999999999,53.163761999999998
78067.660000000018,AUDLEM MEDICAL PRACTICE,-2.5087169999999999,52.989615000000001
172655.61999999997,THE KILTEARN MEDICAL CTR.,-2.5185059999999999,53.068154999999997
220779.99000000011,ROPE GREEN MEDICAL CENTRE,-2.4539580000000001,53.066549999999999
84447.369999999995,MEREPARK MEDICAL CENTRE,-2.3007469999999999,53.093285000000002
55074.939999999995,THE SURGERY,-2.6052949999999999,53.024858999999999
174549.41,SNAPS STOMA,-2.4758629999999999,53.117685000000002
88878.180000000008,FIRDALE MEDICAL CENTRE,-2.5373869999999998,53.253804000000002
162.55000000000001,SOUTH CHESHIRE & VALE ROYAL PCAH,-2.531272,53.190899999999999
149243.02000000005,HOLES LANE MEDICAL CENTRE,-2.5451069999999998,53.399827999999999
96854.110000000044,SPRINGFIELDS MEDICAL CENTRE,-2.5975220000000001,53.389256000000003
206700.03,STOCKTON HEATH MED.CENTRE,-2.5821610000000002,53.371949999999998
58790.989999999991,STRETTON MEDICAL CENTRE,-2.5770170000000001,53.339489
1918.3999999999996,WHHFT COMMUNITY NURSE PRESCRIBERS,-2.6107170000000002,53.393973000000003
259.58000000000004,WARRINGTON CARE HOMES,-2.5275370000000001,53.414116999999997
51729.969999999987,CHAPELFORD PRIMARY CARE CENTRE,-2.6330659999999999,53.396158
68090.820000000022,BUNBURY MEDICAL PRACTICE,-2.6493769999999999,53.116827000000001
127460.70000000001,PARK MEDICAL CENTRE,-2.8730989999999998,53.202665000000003
108352.86000000002,NORTHGATE MEDICAL CENTRE,-2.8929719999999999,53.195093
89341.139999999999,LACHE HEALTH CENTRE,-2.914326,53.173614999999998
116395.47,NESTON MEDICAL CENTRE,-3.064349,53.291817999999999
117825.07999999996,THE VILLAGE SURGERIES GROUP,-2.7712650000000001,53.124245999999999
353.38,HOSP.OF THE GOOD SHEPHERD,-2.9016920000000002,53.242544000000002
836.03999999999996,EXTENDED HOURS SERVICE,-2.9022999999999999,53.211542000000001
65994.530000000013,THE WILLASTON SURGERY,-3.0116429999999998,53.292907999999997
85998.649999999994,COMMONFIELD RD SURGERY,-3.0863689999999999,53.370187000000001
