total_cost,name,longitude,latitude
17.7,108 RAWLING ROAD(RAWLING ROAD PRACTICE),-1.615084,54.951328
284.52,15 SEFTON ROAD,-3.000316,53.471271
168.22,188 THE PRACTICE,-0.204669,51.576422
73.6,19 BEAUMONT STREET SURGERY,-1.261454,51.754816
227.32,1/MONTON MEDICAL PRACTICE,-2.356978,53.491862
99.85,1/SALFORD MEDICAL PRACTICE,-2.294577,53.487206
23.34,240 WEXHAM ROAD,-0.57838,51.516902
83.34,27 BEAUMONT STREET,-1.26216,51.755081
41.06,28 BEAUMONT STREET,-1.261942,51.755079
38.62,2/IRLAM MEDICAL PRACTICE,-2.432258,53.437925
93.97,2/ST ANDREWS MEDICAL PRACTICE,-2.339619,53.484875
20.9,3D MEDICAL CENTRE,-2.444008,53.573058
191.35,3/LOWER BROUGHTON MEDICAL PRACTICE,-2.258808,53.49359
289.14,3/SPRINGFIELD HOUSE MEDICAL PRACTICE,-2.362019,53.480252
53.05,3/ST ANDREWS MEDICAL CENTRE,-2.339619,53.484875
295.93,42 KINGSWAY,-3.020167,53.481011
44.32,49 MARINE AVENUE SURGERY,-1.451082,55.046268
29.5,4/LOWER BROUGHTON MEDICAL PRACTICE,-2.258808,53.49359
17.1,4 SEASONS MEDICAL CENTRE,-2.588307,53.404594
167.45,4/ST ANDREWS MEDICAL PRACTICE,-2.339619,53.484875
44.04,ABBEY COURT,0.26122,51.137755
67.37,ABBEY DALE MEDICAL CENTRE,-3.02434,53.788194
315.83,ABBEY FIELD MEDICAL CENTRE,0.898575,51.877487
134.85,ABBEY GRANGE MEDICAL PRACTICE,-1.601582,53.818303
401.24,ABBEY HOUSE MEDICAL PRACTICE,-1.160725,52.260319
50.67,ABBEY LANE SURGERY,-1.483117,53.339102
247.89,ABBEY MEADS MEDICAL PRACT,-1.792794,51.597826
204.41,ABBEY MEDICAL CENTRE,-1.577462,52.342963
76.28,ABBEY MEDICAL CENTRE,-1.21993,52.933114
19.6,ABBEY MEDICAL CENTRE,-0.982406,51.453949
63.05,ABBEY MEDICAL CENTRE,-0.185132,51.537921
11.8,ABBEY MEDICAL CENTRE,0.078216,51.542256
369.7,ABBEY MEDICAL GROUP,-1.119194,53.100674
118.93,ABBEY MEDICAL PRACTICE,-1.951015,52.091043
232.82,ABBEY MEDICAL PRACTICE,-0.677687,52.298056
68.02,ABBEY MEDICAL PRACTICE,-0.530811,53.23058
107.36,ABBEY ROAD MEDICAL PRACTICE,0.005881,51.534784
186.46,ABBEY ROAD SURGERY,-3.224778,54.109942
36.71,ABBEY ROAD SURGERY,-0.030102,51.684417
