total_cost,name,longitude,latitude
1522.88,COLVILLE HEALTH CENTRE,-0.206231,51.515837
3674.35,RICHMOND MEDICAL GROUP,-0.267239,51.465848
1086.22,ARCHWAY MEDICAL CENTRE,-0.126124,51.562541
1370.17,ATHENA MEDICAL CENTRE,-0.053257,51.554943
2676.04,LAKE ROAD PRACTICE,-1.078356,50.804825
2472.5,ROUNDWELL MEDICAL CENTRE,1.203795,52.648844
3.21,EAST BIRMINGHAM LCN FLEX PILOT,-1.817518,52.478024
4964.03,ST.JAMES SURGERY,1.147433,51.787326
1247.87,THE MAYFLOWER MEDICAL PRACTICE,-1.01945,53.431872
1100.26,HYLTON MEDICAL GROUP,-1.414195,54.908604
3239.67,EDENFIELD ROAD SURGERY,-2.188671,53.622297
393.84,THE EXMOOR SURGERY,-0.217218,51.522362
3625.76,CLEVEDON MEDICAL CENTRE,-2.84572,51.437228
868.56,ST ALBANS SURGERY,0.133341,51.537112
228.01,NDUC NORTH TYNESIDE OOH,-1.58819,55.01932
836.19,COLLINGWOOD FAMILY PRACTICE,-1.903405,52.55667
33.6,PETERSFIELD GP EXTENDED ACCESS HUB,-0.942399,51.003885
1642.36,POPLAR HOUSE SURGERY,-3.03076,53.754721
2236.98,MARTON MEDICAL PRACTICE,-3.034524,53.812843
2764.09,OAKRIDGE PARK MEDICAL CENTRE,-0.777853,52.068655
657.21,THE TUDOR HOUSE MEDICAL CENTRE,-0.266689,51.564495
1917.83,GRANGE STREET SURGERY,-0.335878,51.757298
2181.56,THE PARK SURGERY,1.729276,52.606218
2456.25,BIDDULPH VALLEY SURGERY,-2.178498,53.116111
1659.37,THE BALAJI SURGERY  THE SPARKBROOK CHC,-1.871333,52.462659
845.07,HARLEY GROVE MEDICAL CTR.,-0.027752,51.527964
1149.97,STREATFIELD HEALTH CENTRE,-0.30812,51.593812
1550.69,THE LIMES SURGERY MEDICAL CENTRE,-2.114052,52.456884
797.5,STAVERTON SURGERY,-0.22584,51.544182
1575.67,SPRINGWELL MEDICAL GROUP,-1.422181,54.890239
1523.73,DR WS RIDDELL'S PRACTICE,-1.223723,53.260141
275.56,SMS COMMUNITY DERMATOLOGY CLINIC,-1.398499,50.913503
2039.67,VIOLET LANE MEDICAL PRACTICE,-0.107972,51.360366
3835.9,PARKSIDE GROUP PRACTICE,-0.098549,51.350645
4355.34,BEDFORD HILL FAMILY PRACTICE,-0.149067,51.44085
1706.05,KINGS MEDICAL CENTRE,-1.216402,54.571717
3161.03,SILVERDALE PRACTICE,-0.121708,50.952843
2546.56,PENNY'S HILL PRACTICE,-1.894499,50.801788
1511.45,APPLEBY SURGERY,-1.456596,55.011193
8.73,COMMUNITY TEAM BODMIN,-4.72264,50.472848
1841.81,ASHWELL MEDICAL CENTRE,-1.778612,53.803786
1597.32,BARTON SURGERY,-4.088247,50.359085
1178.48,WEST MERTON ACCESS HUB,-0.210281,51.409967
1700.17,AVON VALLEY PRACTICE,-1.812104,51.294105
4188.48,THE ARMADA FAMILY PRACTICE,-2.571861,51.413438
1444.51,WOODVIEW MEDICAL CENTRE,-0.841889,52.268682
2451.45,PRINCES GARDENS SURGERY,-0.766458,51.250407
10.48,COMMUNITY NURSING,-2.372621,51.358169
3323.66,WELLFIELD HEALTH CENTRE,-2.147479,53.606581
1267.28,BRAITHWAITE RD SURGERY,-2.574985,53.477412
1738.35,SEDLESCOMBE & WESTFIELD SURGERIES,0.534725,50.934129
1460.06,PDS MEDICAL OOH,-3.023363,53.797158
1667.37,RIVERSIDE SURGERY,0.180773,51.479567
2668.91,RIDGEWAY VIEW FAMILY PRACTICE,-1.791571,51.524175
4664.44,SCHOPWICK SURGERY,-0.299293,51.645362
51.66,URGENT CARE CENTRE HRCH,-0.324434,51.473648
370.08,WORTHING MIAMI GP ACCESS HUB,-0.390026,50.823979
1361.59,THE WOOTTONS SURGERY,0.437136,52.790343
1093.03,THE WILLOWS MEDICAL PRACTICE,-2.309137,53.485461
1233.6,STRATFORD VILLAGE SURGERY,0.006461,51.542096
1179.75,MIRFIELD SURGERY,-1.776956,52.469072
2988.37,COMMONWEALTH HEALTH CENTRE,0.36308,51.463166
1414.44,HENDON WAY SURGERY,-0.241873,51.579182
2410.2,JUBILEE HEALTHCARE,-1.518884,52.403423
