total_cost,name,longitude,latitude
453.5399999999999,COLVILLE HEALTH CENTRE,-0.206231,51.515837
630.3499999999998,BRICKFIELDS SURGERY,0.605168,51.653143
527.7,TYNEMOUTH MEDICAL PRACTICE,-0.068331,51.586253
1526.53,TRINITY MEDICAL CENTRE,-0.172008,50.831228
1205.6000000000004,THE CEDARS SURGERY,1.403174,51.217619
357.59,THE KINGS FAMILY PRACTICE,0.534548,51.377821
696.9599999999998,FOUNTAIN PRACTICE,-0.252307,51.350378
420.74,ST ALBANS MEDICAL CENTRE,-0.302479,51.42195
1467.46,ORCHID HOUSE SURGERY,-1.894499,50.801788
2416.5400000000004,THE HADLEIGH PRACTICE,-1.993525,50.761018
1870.01,THREE CHEQUERS MEDICAL PRACTICE,-1.794625,51.071924
1373.5800000000004,WEAVERS MEDICAL,-0.733538,52.401531
1175.25,NUFFIELD HEALTH CENTRE,-1.486793,51.786441
1783.15,BARTON SURGERY,-3.473818,50.579848
1655.25,BIDEFORD MEDICAL CENTRE,-4.211785,51.017201
1182.26,CORBETT MEDICAL PRACTICE,-2.148792,52.263269
2502.66,THE WESTGATE PRACTICE,-1.821176,52.683537
450.12,COBRIDGE SURGERY,-2.187008,53.035377
139.06,BURBURY MEDICAL CENTRE,-1.9103740000000002,52.502215
790.23,PLECK HEALTH CENTRE,-1.9980380000000002,52.574248
225.85,CORNERSTONE SURGERY,-2.724149,53.454211
187.28,HIGHER HEYS SURGERY,-2.394094,53.740865
1109.99,ALBION MEDICAL PRACTICE,-2.088476,53.48960400000001
1306.2900000000004,DELAMERE MEDICAL PRACTICE,-2.307365,53.450887
319.48,240 WEXHAM ROAD,-0.57838,51.516902
336.21,LONGFIELD MEDICAL PRACTICE,-2.28357,53.533828
939.85,THISTLEMOOR MEDICAL CENTRE,-0.254566,52.595274
158.82999999999996,PALACCI (CASTELNAU),-0.238274,51.476873
459.0,CANTERBURY HEALTH CENTRE,1.082981,51.274249
212.81,BANBURY HEALTH CENTRE,-1.334014,52.062032
324.54,BRERETON SURGERY,-1.924317,52.747482
295.54,THE LAWNS SURGERY,-0.502907,50.807746
403.23,OAK TREE HEALTH CENTRE,-1.2409629999999998,51.614986
450.0799999999999,THE TRINITY MEDICAL PRACTICE,0.760305,51.684982
267.9,SOHO HEALTH CENTRE,-1.934945,52.503094
7.66,BARNET COPD SERVICE,-0.271242,51.606493
0.44,BECKENHAM BEACON URGENT CARE CENTRE,-0.033209,51.405232
223.46,BRIERLEY MEDICAL CENTRE,-1.382484,53.594188
1.48,NORWICH IMPROVED ACCESS HUB,1.319958,52.632405
467.26,METRO INTERCHANGE SURGERY,-1.602943,54.961848
1163.8300000000004,BRIDGE VIEW MEDICAL GROUP,-1.401824,54.919455
575.9600000000002,QUAKERS LANE SURGERY,-1.741713,54.406363
1614.4699999999998,HOLLYNS HEALTH & WELLBEING - CLAYTON,-1.81454,53.779166
689.47,BRIDGE STREET MEDICAL PRACTICE,-1.20716,52.774841
982.94,CAYTHORPE & ANCASTER MEDICAL PRACTICE,-0.536327,52.981851
744.3999999999999,PARSON DROVE SURGERY,0.050459,52.660947
657.1399999999999,PRIORS FIELD SURGERY,0.124169,52.388951
572.1900000000002,DAVENPORT HOUSE SURGERY,-0.354549,51.816177
940.3999999999999,MILLWAY MEDICAL PRACTICE,-0.24359099999999997,51.614985
555.21,TEMPLE FORTUNE MEDICAL GROUP,-0.197845,51.581101
33.39,MOULSHAM LODGE SURGERY,0.475137,51.716565
172.48,WARRIOR SQUARE SURGERY,0.716503,51.539534
224.11,BRAYFORD SQUARE SURGERY,-0.050404,51.514375
301.11,YORK ROAD SURGERY,0.065859,51.559165
1508.79,WEST MALLING GROUP PRACTICE,0.407707,51.293351
653.61,ELMDENE SURGERY,0.263153,51.446098
638.53,MOAT HOUSE SURGERY,-0.146361,51.259819
215.72000000000003,ALEXANDRA SURGERY,-0.205887,51.422912
709.52,DENHAM MEDICAL CENTRE,-0.502236,51.584564
723.4000000000002,CHEW MEDICAL PRACTICE,-2.629195,51.35619
661.9200000000002,ST.GEORGE'S SURGERY,-2.0815,51.906706
993.75,CHARING SURGERY,0.791374,51.20971
354.61,THAMES AVE SURGERY,0.603057,51.36344
1928.82,CANTERBURY MEDICAL PRACTICE,1.128982,51.245539
181.45,TRAFALGAR SURGERY,-0.074414,51.485672
621.8,THE ORCHARD PRACTICE,-0.303542,51.369116
851.5800000000002,BALHAM PARK SURGERY,-0.155715,51.440487
56.63,UNIVERSITY HEALTH SERVICE,-1.395714,50.934099
573.17,LINDEN MEDICAL CENTRE,-0.737415,51.530813
666.4800000000001,OBSERVATORY MEDICAL PRACTICE,-1.265958,51.760293
271.39,CROPREDY SURGERY,-1.320027,52.116731
2067.2100000000005,HEART OF BATH,-2.373947,51.376364
563.8799999999999,BIRCHWOOD MEDICAL PRACTICE,-2.547938,51.446246
473.6,LOSTWITHIEL SURGERY,-4.668763,50.407892
471.10999999999984,ST SAVIOURS SURGERY,-2.308488,52.130324
1104.39,WERRINGTON VILLAGE SURGERY,-2.098023,53.021659
645.38,WEST HEATH SURGERY,-1.96202,52.401797
180.12,WEST PARK SURGERY,-2.141256,52.587783
324.97,THE MARSHSIDE SURGERY,-2.963125,53.67143299999999
414.59,MERSEYBANK SURGERY,-2.263012,53.42276
631.1600000000002,THE GROVE ROAD PRACTICE,-0.202341,51.358201
156.3,MOOR PARK MEDICAL PRACTICE,-1.7218490000000002,53.797834
208.65000000000003,UPTON ROCKS PRIMARY CARE,-2.754371,53.373367
313.88,HANLEY PRIMARY CARE CENTRE,-0.12083699999999999,51.567951
413.94,LEYLAND SURGERY,-2.709316,53.689645
1.83,HP NMP'S RUSH CCG,-1.143101,53.130244
0.8299999999999998,COMMUNITY NURSING,-2.372621,51.358169
1.29,YORKSHIRE SMOKEFREE,-1.018306,53.503028
593.5199999999999,WELLSBOURNE HEALTHCARE CIC,-0.107386,50.825445
396.1600000000001,CHEVIOT MEDICAL GROUP,-2.01842,55.546525
2129.6,THE CENTRAL SURGERY BARTON,-0.439445,53.684236
199.92,DEARNE VALLEY HEALTH CENTRE,-1.626482,53.588349
876.9200000000003,MICKLEOVER MEDICAL CENTRE,-1.54633,52.907111
